traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,year,month,day,hour,day_in_week,is_weekend
2820,No,266.82,No rain,No snow,Clear,Clear,sky is clear,2017,3,9,22,3,0
3994,No,266.82,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,23,17,5,0
3297,No,266.82,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,3,7,20,2,0
749,No,266.82,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,14,4,3,0
1779,No,266.82,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,12,22,23,4,0
4864,No,266.82,Have rain,No snow,Clear,Rain,light rain,2014,2,1,13,5,0
753,No,266.83,No rain,No snow,Clear,Clear,sky is clear,2012,11,17,5,5,0
3243,No,266.83,No rain,No snow,Clear,Clear,sky is clear,2013,1,17,19,3,0
762,No,266.83,No rain,No snow,Clear,Clear,sky is clear,2013,4,4,4,3,0
5830,No,266.83,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,22,16,4,0
2559,No,266.83,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,3,7,5,3,0
2255,No,266.83,Have rain,No snow,Party Cloudy,Rain,light rain,2014,1,15,21,2,0
654,No,266.84,No rain,No snow,Clear,Clear,sky is clear,2016,12,30,1,4,0
296,No,266.84,No rain,No snow,Party Cloudy,Mist,mist,2013,12,1,4,6,0
2121,No,266.84,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,2,4,8,5,0
545,No,266.84,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,2,23,2,5,0
545,No,266.84,No rain,No snow,Mostly Cloudy,Mist,mist,2013,2,23,2,5,0
2967,No,266.84,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,26,11,0,0
4653,No,266.85,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,11,11,9,0,0
4921,No,266.85,No rain,No snow,Party Cloudy,Clouds,broken clouds,2014,1,24,9,4,0
6529,No,266.85,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2012,11,13,7,1,0
3254,No,266.85,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,22,19,4,0
4806,No,266.85,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,30,7,2,0
2476,No,266.85,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,26,10,0,0
6242,No,266.86,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2012,11,13,8,1,0
6242,No,266.86,No rain,No snow,Mostly Cloudy,Mist,mist,2012,11,13,8,1,0
782,No,266.86,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,3,7,4,3,0
3183,No,266.86,No rain,No snow,Mostly Cloudy,Haze,haze,2016,1,20,19,2,0
3183,No,266.86,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,1,20,19,2,0
4253,No,266.86,No rain,No snow,Mostly Cloudy,Haze,haze,2016,1,23,18,5,0
4694,No,266.86,No rain,No snow,Mostly Cloudy,Mist,mist,2016,2,15,8,0,0
5311,No,266.86,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,11,10,14,4,0
2156,No,266.86,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,12,9,7,5,0
3400,No,266.86,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,12,24,13,6,0
3400,No,266.86,No rain,No snow,Mostly Cloudy,Haze,haze,2017,12,24,13,6,0
5108,No,266.86,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,2,22,11,3,0
1578,No,266.87,No rain,No snow,Clear,Clear,sky is clear,2018,4,8,0,6,0
4819,No,266.87,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,3,7,11,2,0
1093,No,266.87,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,2,24,0,6,0
309,No,266.87,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,1,5,3,1,0
2010,No,266.87,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,1,21,22,3,0
624,No,266.88,No rain,No snow,Clear,Clear,sky is clear,2013,3,9,2,5,0
2451,No,266.88,No rain,No snow,Clear,Clear,sky is clear,2014,3,12,23,2,0
701,No,266.88,No rain,No snow,Clear,Clear,sky is clear,2014,3,29,5,5,0
6271,No,266.88,No rain,No snow,Clear,Clear,sky is clear,2014,4,15,8,1,0
4752,No,266.88,No rain,No snow,Clear,Haze,haze,2016,12,19,13,0,0
2883,No,266.88,No rain,No snow,Clear,Clear,sky is clear,2016,12,19,19,0,0
4772,No,266.88,No rain,No snow,Clear,Clear,sky is clear,2017,1,14,14,5,0
5370,No,266.88,No rain,No snow,Clear,Clear,sky is clear,2017,3,3,11,4,0
1529,No,266.88,No rain,No snow,Clear,Clear,sky is clear,2017,11,19,0,6,0
3529,No,266.88,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,24,16,6,0
4039,No,266.88,No rain,No snow,Party Cloudy,Clouds,few clouds,2017,2,5,12,6,0
5436,No,266.88,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,3,11,16,5,0
5536,No,266.88,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,12,9,17,5,0
2998,No,266.88,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,1,21,20,3,0
4747,No,266.89,No rain,No snow,Clear,Clear,sky is clear,2013,3,21,18,3,0
3397,No,266.89,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2012,12,23,11,6,0
332,No,266.89,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,12,18,1,1,0
3786,No,266.89,No rain,No snow,Mostly Cloudy,Snow,light snow,2015,12,17,21,3,0
3921,No,266.89,No rain,No snow,Mostly Cloudy,Snow,light shower snow,2016,12,26,14,0,0
4529,No,266.9,No rain,No snow,Clear,Snow,heavy snow,2013,3,20,18,2,0
2750,No,266.9,No rain,No snow,Clear,Clear,sky is clear,2017,2,10,5,4,0
6544,No,266.9,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,13,8,2,0
5122,No,266.9,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,17,14,0,0
812,No,266.9,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,12,18,4,1,0
2528,No,266.9,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,12,18,5,1,0
4421,No,266.9,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,22,18,4,0
6104,No,266.9,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,3,7,8,3,0
308,No,266.9,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,3,17,4,6,0
4527,No,266.9,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,2,17,6,0,0
3079,No,266.9,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,2,17,8,0,0
4657,No,266.91,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,11,12,11,1,0
784,No,266.92,No rain,No snow,Clear,Clear,sky is clear,2013,4,21,6,6,0
246,No,266.92,No rain,No snow,Clear,Clear,sky is clear,2018,4,2,2,0,0
3068,No,266.92,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,11,24,19,5,0
511,No,266.92,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,12,18,0,1,0
5211,No,266.92,No rain,No snow,Mostly Cloudy,Snow,light snow,2018,4,6,6,4,0
2452,No,266.93,No rain,No snow,Clear,Clear,sky is clear,2016,12,19,20,0,0
4765,No,266.93,No rain,No snow,Clear,Clear,sky is clear,2017,3,2,10,3,0
4305,No,266.93,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,23,14,5,0
715,No,266.93,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2015,11,29,6,6,0
2890,No,266.93,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,14,22,4,0
2789,No,266.93,No rain,No snow,Mostly Cloudy,Haze,haze,2016,1,23,20,5,0
2789,No,266.93,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,23,20,5,0
3374,No,266.93,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,26,12,0,0
3374,No,266.93,No rain,No snow,Mostly Cloudy,Haze,haze,2016,12,26,12,0,0
3374,No,266.93,No rain,No snow,Mostly Cloudy,Mist,mist,2016,12,26,12,0,0
6636,No,266.94,No rain,No snow,Clear,Haze,haze,2016,1,13,16,2,0
376,No,266.94,No rain,No snow,Clear,Clear,sky is clear,2018,3,7,1,2,0
5151,No,266.94,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,11,9,12,3,0
5303,No,266.94,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2012,12,18,9,1,0
5303,No,266.94,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,18,9,1,0
829,No,266.94,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,2,23,1,5,0
5606,No,266.94,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,1,30,7,0,0
4928,No,266.95,No rain,No snow,Clear,Clear,sky is clear,2015,12,28,13,0,0
1239,No,266.95,No rain,No snow,Clear,Clear,sky is clear,2018,2,25,23,6,0
2028,No,266.95,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,11,21,0,0
5735,No,266.95,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,4,6,17,4,0
4936,No,266.95,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,12,21,11,3,0
5433,No,266.95,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,22,17,4,0
2804,No,266.95,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,8,20,3,0
5701,No,266.95,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,1,30,15,1,0
3239,No,266.95,No rain,No snow,Mostly Cloudy,Snow,light snow,2018,2,19,11,0,0
3239,No,266.95,No rain,No snow,Mostly Cloudy,Mist,mist,2018,2,19,11,0,0
505,No,266.95,No rain,Have snow,Mostly Cloudy,Snow,light snow,2015,12,29,0,1,0
505,No,266.95,No rain,Have snow,Mostly Cloudy,Mist,mist,2015,12,29,0,1,0
2651,No,266.96,No rain,No snow,Clear,Clear,sky is clear,2014,4,2,5,2,0
5017,No,266.96,No rain,No snow,Clear,Clear,sky is clear,2017,2,3,18,4,0
1799,No,266.96,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,2,23,23,5,0
258,No,266.97,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,3,2,2,3,0
613,No,266.97,No rain,No snow,Party Cloudy,Clouds,broken clouds,2014,1,25,1,5,0
4012,No,266.98,No rain,No snow,Party Cloudy,Mist,mist,2013,12,27,6,4,0
3178,No,266.98,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,11,24,10,5,0
5433,No,266.98,No rain,No snow,Mostly Cloudy,Mist,mist,2013,2,14,8,3,0
2564,No,266.98,No rain,No snow,Mostly Cloudy,Snow,light snow,2015,12,30,20,2,0
3235,No,266.98,Have rain,No snow,Mostly Cloudy,Rain,moderate rain,2014,1,30,7,3,0
352,No,266.99,No rain,No snow,Clear,Clear,sky is clear,2018,4,2,3,0,0
5775,No,266.99,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,11,26,14,1,0
797,No,266.99,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,12,19,4,3,0
248,No,266.99,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,12,18,2,1,0
359,No,266.99,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,12,18,3,1,0
2759,No,266.99,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,22,20,4,0
2566,No,266.99,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,22,21,4,0
1059,No,266.99,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,2,23,0,5,0
4771,No,267.0,No rain,No snow,Clear,Clear,sky is clear,2018,4,7,11,5,0
386,No,267.0,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,2,17,4,5,0
978,No,267.0,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,2,16,23,6,0
658,No,267.01,No rain,No snow,Clear,Clear,sky is clear,2013,3,14,0,3,0
5836,No,267.01,No rain,No snow,Clear,Clear,sky is clear,2017,11,6,6,0,0
4555,No,267.01,No rain,No snow,Clear,Clear,sky is clear,2017,12,9,18,5,0
4976,No,267.01,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,12,31,15,0,0
589,No,267.01,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,3,8,2,5,0
1880,No,267.01,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2015,12,29,22,1,0
5502,No,267.01,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,15,8,4,0
5502,No,267.01,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,1,15,8,4,0
5563,No,267.01,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,1,15,14,4,0
1087,No,267.02,No rain,No snow,Clear,Clear,sky is clear,2017,2,25,0,5,0
1179,No,267.02,No rain,No snow,Clear,Snow,light snow,2018,2,15,23,3,0
1179,No,267.02,No rain,No snow,Clear,Haze,haze,2018,2,15,23,3,0
6525,No,267.02,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,4,6,16,4,0
4449,No,267.02,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,3,8,10,5,0
4269,No,267.02,No rain,No snow,Mostly Cloudy,Haze,haze,2016,1,21,18,3,0
4269,No,267.02,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,1,21,18,3,0
4269,No,267.02,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,21,18,3,0
393,No,267.02,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,2,10,1,4,0
303,No,267.02,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,2,10,2,4,0
501,No,267.02,No rain,No snow,Mostly Cloudy,Mist,mist,2017,12,17,5,6,0
4740,No,267.02,No rain,No snow,Mostly Cloudy,Snow,light snow,2018,2,19,7,0,0
4233,No,267.03,No rain,No snow,Clear,Clear,sky is clear,2013,3,22,21,4,0
2526,No,267.03,No rain,No snow,Clear,Clear,sky is clear,2016,12,31,9,5,0
4540,No,267.03,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,2,12,11,2,0
5611,No,267.03,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,3,11,15,5,0
1056,No,267.04,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2012,12,5,23,2,0
333,No,267.04,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,1,8,1,1,0
5228,No,267.05,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2012,11,28,9,2,0
5438,No,267.05,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2012,11,13,9,1,0
905,No,267.05,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2012,11,13,0,1,0
4587,No,267.06,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,3,23,13,6,0
306,No,267.06,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,3,25,1,1,0
427,No,267.06,No rain,No snow,Mostly Cloudy,Snow,light snow,2015,12,29,3,1,0
427,No,267.06,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,29,3,1,0
888,No,267.06,No rain,Have snow,Mostly Cloudy,Snow,snow,2015,12,28,23,0,0
888,No,267.06,No rain,Have snow,Mostly Cloudy,Mist,mist,2015,12,28,23,0,0
4779,No,267.06,Have rain,No snow,Clear,Rain,light rain,2014,2,1,14,5,0
6246,No,267.07,No rain,No snow,Clear,Clear,sky is clear,2013,3,21,17,3,0
2673,No,267.07,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,12,12,20,1,0
340,No,267.08,No rain,No snow,Clear,Clear,sky is clear,2017,2,10,3,4,0
351,No,267.08,No rain,No snow,Clear,Clear,sky is clear,2017,3,22,3,2,0
705,No,267.08,No rain,No snow,Clear,Clear,sky is clear,2018,1,23,4,1,0
591,No,267.08,No rain,No snow,Clear,Clear,sky is clear,2018,3,7,0,2,0
5794,No,267.08,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,11,9,15,3,0
5880,No,267.08,No rain,No snow,Party Cloudy,Clouds,few clouds,2018,3,13,8,1,0
1017,No,267.08,No rain,No snow,Mostly Cloudy,Haze,haze,2016,1,20,23,2,0
1017,No,267.08,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,20,23,2,0
5087,No,267.08,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,12,9,15,5,0
1559,No,267.08,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,22,23,4,0
4295,No,267.08,No rain,No snow,Mostly Cloudy,Mist,mist,2016,2,15,9,0,0
4285,No,267.08,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,1,9,13,0,0
4285,No,267.08,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,9,13,0,0
4285,No,267.08,No rain,No snow,Mostly Cloudy,Haze,haze,2017,1,9,13,0,0
4465,No,267.08,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,3,12,12,6,0
5255,No,267.08,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,12,9,14,5,0
771,No,267.08,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,12,22,0,4,0
2659,No,267.08,No rain,No snow,Mostly Cloudy,Mist,mist,2018,2,19,18,0,0
2659,No,267.08,No rain,No snow,Mostly Cloudy,Snow,light snow,2018,2,19,18,0,0
5031,No,267.09,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,3,11,17,5,0
4554,No,267.09,No rain,No snow,Party Cloudy,Snow,light snow,2013,12,21,12,5,0
4167,No,267.11,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,11,11,10,0,0
1111,No,267.11,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,1,19,6,5,0
3803,No,267.11,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,3,18,13,0,0
4537,No,267.12,No rain,No snow,Clear,Clear,sky is clear,2013,3,29,6,4,0
315,No,267.12,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,6,3,2,0
459,No,267.12,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,11,27,0,1,0
271,No,267.12,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,6,2,2,0
1633,No,267.12,No rain,No snow,Mostly Cloudy,Mist,mist,2013,2,24,8,6,0
1633,No,267.12,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,2,24,8,6,0
2819,No,267.13,No rain,No snow,Party Cloudy,Mist,mist,2012,12,14,21,4,0
3697,No,267.13,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,11,22,19,4,0
3916,No,267.14,No rain,No snow,Clear,Clear,sky is clear,2014,3,8,19,5,0
5728,No,267.14,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,3,1,8,3,0
4918,No,267.14,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,18,10,1,0
4350,No,267.14,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,30,9,2,0
6053,No,267.14,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,1,4,17,0,0
2165,No,267.14,No rain,Have snow,Mostly Cloudy,Snow,snow,2015,12,28,22,0,0
2165,No,267.14,No rain,Have snow,Mostly Cloudy,Mist,mist,2015,12,28,22,0,0
4223,No,267.14,Have rain,No snow,Mostly Cloudy,Rain,light rain,2014,4,1,10,1,0
3319,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2013,11,24,10,6,0
5221,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2014,2,18,6,1,0
2712,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2014,2,19,5,2,0
3816,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2016,12,31,18,5,0
2032,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2017,1,15,21,6,0
4442,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2017,3,14,11,1,0
2853,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2017,11,6,5,0,0
5340,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2017,11,9,13,3,0
641,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2017,12,10,2,6,0
635,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2017,12,10,5,6,0
379,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2017,12,20,3,2,0
416,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2018,3,2,1,4,0
5668,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2018,3,12,8,0,0
5093,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2018,3,13,9,1,0
6542,No,267.15,No rain,No snow,Clear,Clear,sky is clear,2018,3,14,7,2,0
2583,No,267.15,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,11,21,21,1,0
1346,No,267.15,No rain,No snow,Party Cloudy,Clouds,few clouds,2012,11,13,23,1,0
5494,No,267.15,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,1,7,15,0,0
4768,No,267.15,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,3,5,12,2,0
5348,No,267.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,1,31,6,3,0
3205,No,267.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,12,19,1,0
2669,No,267.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,12,21,1,0
1622,No,267.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,12,22,1,0
3349,No,267.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,1,14,7,1,0
1081,No,267.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2015,11,27,5,4,0
2338,No,267.15,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,20,21,2,0
539,No,267.15,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,21,0,3,0
539,No,267.15,No rain,No snow,Mostly Cloudy,Haze,haze,2016,1,21,0,3,0
2510,No,267.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,2,29,20,0,0
3362,No,267.15,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,8,19,3,0
3730,No,267.15,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,26,13,0,0
5784,No,267.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,2,7,17,1,0
4610,No,267.15,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,3,12,13,6,0
5140,No,267.15,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,12,21,12,3,0
3694,No,267.15,No rain,No snow,Mostly Cloudy,Snow,snow,2017,12,24,14,6,0
3694,No,267.15,No rain,No snow,Mostly Cloudy,Fog,fog,2017,12,24,14,6,0
3484,No,267.15,No rain,No snow,Mostly Cloudy,Snow,light snow,2018,2,19,12,0,0
3484,No,267.15,No rain,No snow,Mostly Cloudy,Mist,mist,2018,2,19,12,0,0
3762,No,267.16,No rain,No snow,Clear,Clear,sky is clear,2013,1,6,17,6,0
5226,No,267.16,No rain,No snow,Clear,Mist,mist,2013,3,29,8,4,0
6127,No,267.16,No rain,No snow,Clear,Clear,sky is clear,2016,4,12,6,1,0
1913,No,267.16,No rain,No snow,Clear,Clear,sky is clear,2016,11,19,23,5,0
5105,No,267.16,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,1,7,14,0,0
339,No,267.16,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,2,18,1,1,0
2203,No,267.16,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,22,22,4,0
5239,No,267.16,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,3,7,9,3,0
2293,No,267.16,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,30,5,2,0
4625,No,267.16,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,30,6,2,0
4660,No,267.16,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,1,22,18,4,0
358,No,267.16,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,3,10,3,5,0
5892,No,267.17,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,12,17,16,1,0
1180,No,267.18,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,29,23,1,0
1180,No,267.18,No rain,No snow,Mostly Cloudy,Fog,fog,2015,12,29,23,1,0
372,No,267.19,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,3,15,4,5,0
470,No,267.19,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2012,11,24,2,5,0
421,No,267.19,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,30,1,2,0
421,No,267.19,No rain,No snow,Mostly Cloudy,Snow,light snow,2015,12,30,1,2,0
571,No,267.2,No rain,No snow,Clear,Clear,sky is clear,2016,4,9,2,5,0
1837,No,267.2,No rain,No snow,Mostly Cloudy,Mist,mist,2013,2,24,21,6,0
4965,No,267.21,No rain,No snow,Clear,Clear,sky is clear,2012,12,31,16,0,0
4596,No,267.21,No rain,No snow,Clear,Mist,mist,2016,12,22,9,3,0
5649,No,267.21,No rain,No snow,Clear,Mist,mist,2018,2,28,6,2,0
5087,No,267.21,No rain,No snow,Party Cloudy,Snow,light snow,2016,12,19,14,0,0
5087,No,267.21,No rain,No snow,Party Cloudy,Haze,haze,2016,12,19,14,0,0
4785,No,267.21,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,3,12,11,2,0
3900,No,267.21,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,15,19,4,0
779,No,267.21,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,30,4,2,0
6268,No,267.22,No rain,No snow,Clear,Clear,sky is clear,2017,11,6,7,0,0
3347,No,267.22,No rain,No snow,Clear,Clear,sky is clear,2017,11,18,23,5,0
1450,No,267.22,No rain,No snow,Clear,Clear,sky is clear,2017,12,21,23,3,0
3670,No,267.22,No rain,No snow,Clear,Clear,sky is clear,2018,1,7,11,6,0
5160,No,267.22,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,1,27,6,4,0
278,No,267.22,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,14,2,3,0
4564,No,267.22,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,27,13,1,0
5970,No,267.22,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,11,9,6,3,0
2687,No,267.22,No rain,No snow,Mostly Cloudy,Snow,light snow,2018,4,6,5,4,0
285,No,267.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2015,12,27,4,6,0
5394,No,267.22,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,15,6,4,0
5394,No,267.22,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,1,15,6,4,0
335,No,267.22,No rain,No snow,Mostly Cloudy,Haze,haze,2016,1,21,1,3,0
335,No,267.22,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,21,1,3,0
6708,No,267.22,No rain,No snow,Mostly Cloudy,Haze,haze,2016,1,21,16,3,0
6708,No,267.22,No rain,No snow,Mostly Cloudy,Mist,mist,2016,1,21,16,3,0
6708,No,267.22,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,1,21,16,3,0
4068,No,267.22,No rain,No snow,Mostly Cloudy,Snow,snow,2017,1,9,14,0,0
4068,No,267.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,9,14,0,0
